,dataset_id,prompt,prompt_type,prompt_id,max_disagreement_less_0.3,max_disagreement_less_0.35,max_disagreement_less_0.4,max_disagreement_less_0.45,max_disagreement_less_0.5,v1_max_disagreement_less_0.45
812,att/shape:shape_rendering,Bees flying in a line,Gecko(S),812,False,False,False,False,True,False
813,att/shape:shape_rendering,forks arranged in the shape of a hand,Gecko(S),813,False,True,True,True,True,True
814,att/shape:shape_rendering,pencils arranged in the shape of the letter E,Gecko(S),814,False,True,True,True,True,True
815,att/shape:shape_rendering,a smiley face made of strawberries,Gecko(S),815,False,False,True,True,True,False
816,att/shape:shape_rendering,A unicorn made out of balloons,Gecko(S),816,False,False,False,False,False,False
817,att/shape:hierarchical_shape,A circle made of smaller circles,Gecko(S),817,False,False,False,False,False,False
818,att/shape:hierarchical_shape,A square made of smaller letters g,Gecko(S),818,False,False,False,True,True,True
819,att/shape:hierarchical_shape,A square made of smaller numbers 57,Gecko(S),819,False,False,False,False,False,False
820,att/shape:hierarchical_shape,A square made of smaller squares,Gecko(S),820,False,False,False,False,False,False
821,att/shape:hierarchical_shape,The letter b made of smaller numbers 35,Gecko(S),821,False,True,True,True,True,True
822,att/shape:hierarchical_shape,The letter U made of smaller letters a,Gecko(S),822,False,True,True,True,True,True
823,att/shape:hierarchical_shape,The letter V made of smaller letters N,Gecko(S),823,False,False,False,False,False,False
824,att/shape:hierarchical_shape,The letter d made of smaller triangles,Gecko(S),824,False,True,True,True,True,True
825,att/shape:hierarchical_shape,The letter y made of smaller circles,Gecko(S),825,False,False,False,False,False,False
826,att/shape:hierarchical_shape,The number 0 made of smaller circles,Gecko(S),826,False,False,False,False,False,False
827,att/style_100yr:style_100yr,"A brightly colored canal in Venice, by Canaletto",Gecko(S),827,True,True,True,True,True,True
828,att/style_100yr:style_100yr,a cartoon of a cat by Goya,Gecko(S),828,False,False,False,False,False,False
829,att/style_100yr:style_100yr/visual_medium,an engraving of an angel by Raphael,Gecko(S),829,False,False,False,False,False,False
830,att/style_100yr:visual_medium,a sketch of a drawing of a flower in a pot,Gecko(S),830,True,True,True,True,True,True
831,att/style_100yr:style_100yr/visual_medium,a photo i took of a wave in the style of Hokusai,Gecko(S),831,False,False,False,False,True,False
832,att/style_100yr:style_100yr/visual_medium,The Great Wave off Kanagawa by Hokusai as a stained glass,Gecko(S),832,True,True,True,True,True,True
833,att/style_100yr:style_100yr/visual_medium,A drawing of a mountain in ink in the style of pop art by fan kuan.,Gecko(S),833,True,True,True,True,True,True
834,att/style_100yr:style_100yr/visual_medium,a glass vase in the style of el greco and the impressionists,Gecko(S),834,False,False,False,False,False,False
835,att/style_100yr:style_100yr/visual_medium,a vintage painting of the mountains in the style of Dong Yuan,Gecko(S),835,False,False,True,True,True,False
836,att/style_100yr:visual_medium,"a photo of a fern taken with a fisheye lens, highly detailed",Gecko(S),836,False,False,True,True,True,False
837,att/style_100yr:style_100yr/visual_medium,"the school of athens, as an anime, by raphael",Gecko(S),837,False,False,False,False,False,False
838,att/style_100yr:style_100yr/visual_medium,the milkmaid by Johannes Vermeer but as a cave painting,Gecko(S),838,False,False,False,False,False,False
839,att/style_100yr:style_100yr/visual_medium,"A terracotta sculpture of a giraffe, in the style of Paolo Uccello",Gecko(S),839,True,True,True,True,True,True
840,att/style_100yr:style_100yr,"the classic ""lady with a fan"" by Gu kaizhi, in prehistoric earth tones",Gecko(S),840,False,False,False,False,False,False
841,att/style_100yr:style_100yr/visual_medium,a porcelain cup and saucer in a pattern inspired by Hilma af Klint's work,Gecko(S),841,False,False,False,True,True,True
842,att/style_100yr:style_100yr,a painting of a cat by Frida Kahlo,Gecko(S),842,True,True,True,True,True,True
843,att/style_100yr:style_100yr/visual_medium,"Birth of Venus by Botticelli, on blue willow china",Gecko(S),843,False,False,False,False,False,False
844,att/style_100yr:style_100yr/visual_medium,"a detailed portrait of a sad angel on a ceramic plate, in the style of Raphael",Gecko(S),844,False,False,False,False,False,False
845,att/style_100yr:style_100yr,a painting of a mountain in the style of Dong Yuan,Gecko(S),845,True,True,True,True,True,True
846,att/style_100yr:style_100yr/visual_medium,the school of athens by raphael in an ancient greek vase,Gecko(S),846,False,False,False,True,True,False
847,att/style_100yr:style_100yr/visual_medium,a recreation of the famous painting 'las meninas' in the style of Velazquez but with ceramics,Gecko(S),847,False,False,False,False,False,False
848,att/style_100yr:visual_medium,"A gothic building made of stone, but in pixel art",Gecko(S),848,False,True,True,True,True,True
849,att/style_100yr:style_100yr,"the mona lisa by Leonardo Da Vinci, but in byzantine style",Gecko(S),849,False,False,False,False,False,False
850,att/style_100yr:style_100yr,a detailed abstract painting by Hilma af Klint,Gecko(S),850,False,False,False,False,False,False
851,att/style_100yr:style_100yr,the battle of san romano by paolo uccello but in a futuristic sci-fi setting,Gecko(S),851,False,False,False,False,False,False
852,att/style_100yr:style_100yr/visual_medium,A glass engraving of Venice by Canaletto,Gecko(S),852,False,False,True,True,True,False
853,att/style_100yr:style_100yr,a quick drawing of an apple in the style of Cezanne,Gecko(S),853,True,True,True,True,True,True
854,att/style_100yr:style_100yr/visual_medium,"jmw turner's painting ""the fighting temeraire"" as a tile mosaic",Gecko(S),854,False,False,False,False,False,False
855,att/style_100yr:style_100yr,a renaissance style painting of a landscape,Gecko(S),855,False,False,True,True,True,False
856,att/style_100yr:style_100yr/visual_medium,"a sketch of a group of people, rough, in the style of Carvaggio",Gecko(S),856,True,True,True,True,True,True
857,att/style_100yr:visual_medium,a cubist sculpture made out of clay,Gecko(S),857,False,False,False,False,False,False
858,att/style_100yr:visual_medium,"A clay vase, in the style of Giotto, featuring a painting",Gecko(S),858,False,False,False,False,False,False
859,att/style_100yr:visual_medium,"A pop art style painting of a llama, in acrylic paint",Gecko(S),859,False,True,True,True,True,False
860,att/style_100yr:visual_medium,a color photograph of a field of poppies,Gecko(S),860,False,True,True,True,True,True
861,att/style_100yr:style_100yr,a painting of a deer by Gustav Klimt,Gecko(S),861,True,True,True,True,True,True
862,att/style_100yr:style_100yr,a drawing of a dog in ink in the style of ancient Greek pottery,Gecko(S),862,True,True,True,True,True,True
863,att/style_100yr:style_100yr,"a crayon sketch of a ship at sea with stormy skies and waves, in the style of J.M.W. Turner",Gecko(S),863,False,False,True,True,True,False
864,att/style_100yr:visual_medium,a futuristic sculpture made of smooth metal,Gecko(S),864,False,True,True,True,True,True
865,att/style_100yr:style_100yr,a hyperrealistic portrait of a vase of flowers by Frida Kahlo,Gecko(S),865,True,True,True,True,True,True
866,att/style_100yr:style_100yr,"a photograph of a field, in the style of Dong Yuan",Gecko(S),866,True,True,True,True,True,True
867,att/style_100yr:style_100yr,"painting of a mammoth in black and white, in the style of ancient cave paintings",Gecko(S),867,True,True,True,True,True,True
868,att/style_100yr:visual_medium,a gothic painting of a mountain landscape in acrylic on canvas,Gecko(S),868,False,False,False,False,True,False
869,att/style_100yr:visual_medium,a woodcut of an orangutan in the style of titian,Gecko(S),869,False,False,False,False,False,False
870,att/style_100yr:visual_medium,A wood carving of a cat with cybernetic parts.,Gecko(S),870,False,True,True,True,True,False
871,att/style_100yr:visual_medium,black and white photo of a flower in a vase,Gecko(S),871,False,False,False,True,True,True
872,att/style_100yr:visual_medium,watercolor drawing of a cat,Gecko(S),872,True,True,True,True,True,False
873,att/style_100yr:visual_medium,a sculpture of a bird by Paolo Uccello,Gecko(S),873,True,True,True,True,True,True
874,att/style_100yr:visual_medium,a modern sculpture in stone,Gecko(S),874,False,False,False,False,False,False
875,att/style_100yr:visual_medium,photograph of a skateboarder taken through a fish-eye lens,Gecko(S),875,True,True,True,True,True,True
876,att/style_100yr:style_100yr,a classical painting of a tree by Paolo Uccello,Gecko(S),876,True,True,True,True,True,True
877,att/style_100yr:visual_medium,a cartoon panda in pixel art,Gecko(S),877,True,True,True,True,True,True
878,att/style_100yr:visual_medium,8-bit pixel art of a flower in bloom,Gecko(S),878,False,True,True,True,True,False
879,att/style_100yr:style_100yr,abstract painting of a wheat field by Vincent van Gogh,Gecko(S),879,False,False,True,True,True,False
880,att/style_100yr:visual_medium,"A glass sculpture of a dolphin, leaping out of the water.",Gecko(S),880,True,True,True,True,True,True
881,att/style_100yr:visual_medium,a wood carving of an owl,Gecko(S),881,True,True,True,True,True,True
882,att/style_100yr:style_100yr,a highly detailed drawing of a flower by Leonardo Da Vinci,Gecko(S),882,True,True,True,True,True,True
883,att/style_100yr:style_100yr,"a photograph of a mountain, realistic, like in the style of fan kuan",Gecko(S),883,True,True,True,True,True,True
884,att/style_100yr:style_100yr,A colour photograph of a dinosaur in the style of Katsushika Hokusai's 'The Great Wave off Kanagawa',Gecko(S),884,False,False,True,True,True,True
885,att/style_100yr:visual_medium,a modern oil painting of a city,Gecko(S),885,False,False,False,True,True,False
886,att/style_100yr:visual_medium,a minimalist stained glass window depicting a cat,Gecko(S),886,False,True,True,True,True,True
887,att/style_100yr:style_100yr,a sumi-e landscape drawing by Dong Yuan,Gecko(S),887,False,False,True,True,True,False
888,att/style_100yr:visual_medium,a black and white mosaic depicting socrates,Gecko(S),888,False,False,True,True,True,False
889,att/style_100yr:style_100yr/visual_medium,a vector graphic pop art depiction of the mona lisa,Gecko(S),889,True,True,True,True,True,False
890,att/style_100yr:style_100yr/visual_medium,a sculpture of a dragon in the style of Gu kaizhi,Gecko(S),890,False,False,False,True,True,True
891,att/style_100yr:style_100yr,a sculpture of a cat made out of stone,Gecko(S),891,True,True,True,True,True,True
892,att/style_100yr:visual_medium,"A color photograph of a mountain range, in the style of the Chinese landscape painter Dong Yuan",Gecko(S),892,True,True,True,True,True,True
893,att/style_100yr:style_100yr,"A photo of a Venetian canal, in the style of Canaletto.",Gecko(S),893,True,True,True,True,True,True
894,att/style_100yr:style_100yr,oil painted portrait of a dog in the style of Titian,Gecko(S),894,True,True,True,True,True,False
895,att/style_100yr:style_100yr/visual_medium,"crayon drawing of the birth of venus in the rococo style, as seen through the eyes of michelangelo",Gecko(S),895,False,False,False,False,False,False
896,att/style_100yr:visual_medium,a stone bust,Gecko(S),896,True,True,True,True,True,True
897,att/style_100yr:style_100yr,"a vintage-style photograph of a bowl of fruit and vegetables, in the style of Cezanne",Gecko(S),897,True,True,True,True,True,True
898,att/style_100yr:style_100yr/visual_medium,a print of a robot in the style of Leonardo Da Vinci,Gecko(S),898,True,True,True,True,True,True
899,att/style_100yr:style_100yr/visual_medium,an oil painting of a poppy field in the impressionist style,Gecko(S),899,True,True,True,True,True,True
900,att/style_100yr:visual_medium,a stereoscopic 3D cartoon of the simpsons,Gecko(S),900,False,False,False,False,True,False
901,att/texture_material:texture,An abrasive floor in the room.,Gecko(S),901,True,True,True,True,True,True
902,att/texture_material:texture,A fluffy fabric on the couch.,Gecko(S),902,False,False,False,False,False,False
903,att/texture_material:texture,A fluffy floor in the bathroom.,Gecko(S),903,False,False,False,True,True,False
904,att/texture_material:texture,A glossy fabric in the room.,Gecko(S),904,False,False,False,False,False,False
905,att/texture_material:texture,The wall in the room looks granular.,Gecko(S),905,False,False,True,True,True,True
906,att/texture_material:texture,A soft chair and a slick wall in a room.,Gecko(S),906,True,True,True,True,True,True
907,att/texture_material:texture,There is a silky fabric on a bumpy couch in the room.,Gecko(S),907,True,True,True,True,True,True
908,att/texture_material:texture,There is a soft fabric on a shiny couch in the living room.,Gecko(S),908,False,False,False,False,True,False
909,att/texture_material:texture,"The wall in the room is bumpy, granular, and hard.",Gecko(S),909,False,False,True,True,True,False
910,att/texture_material:material,A car made of wax in the parking lot.,Gecko(S),910,True,True,True,True,True,False
911,att/texture_material:material,A gold fish in the bowl.,Gecko(S),911,False,False,False,False,False,False
912,att/texture_material:material,A paper garlic in the kitchen.,Gecko(S),912,False,False,False,False,False,False
913,att/texture_material:material,A plastic bottle on the table.,Gecko(S),913,True,True,True,True,True,True
914,att/texture_material:material,A paper snake on the table.,Gecko(S),914,False,True,True,True,True,False
915,att/texture_material:material,a silver fly on the wall.,Gecko(S),915,False,False,True,True,True,False
916,att/texture_material:material,A bicycle made of paper.,Gecko(S),916,True,True,True,True,True,True
917,att/texture_material:material,There is a silver table in the room.,Gecko(S),917,True,True,True,True,True,True
918,att/texture_material:material,There is a metal lime in the bowl.,Gecko(S),918,True,True,True,True,True,True
919,att/texture_material:material,A wooden cookie in the oven.,Gecko(S),919,False,False,False,False,True,False
920,att/texture_material:material,a rubber orange and and an elephant made of glass.,Gecko(S),920,False,True,True,True,True,True
921,att/texture_material:material,There is a rubber motorcycle and a silver burger in the image.,Gecko(S),921,True,True,True,True,True,True
922,att/texture_material:material,a ceramic spoon and a paper dragon.,Gecko(S),922,False,False,False,False,False,False
923,att/texture_material:material,There is a silver orange and a plastic burger on the table.,Gecko(S),923,False,False,False,True,True,True
924,att/texture_material:material,"There is a leather ship, a glass peach, and a stone vase on the table.",Gecko(S),924,False,False,False,False,True,False
925,att/texture_material:material,"A paper bird, a plastic bottle and a stone lime on the table.",Gecko(S),925,False,False,False,True,True,True
926,att/texture_material:material_texture,A glossy diamond road.,Gecko(S),926,False,True,True,True,True,True
927,att/texture_material:material_texture,A diamond table that looks slippery.,Gecko(S),927,True,True,True,True,True,True
928,att/texture_material:material_texture,An abrasive fabric on top of a slick wax table.,Gecko(S),928,False,False,False,False,False,False
929,att/texture_material:material_texture,There is a soft floor made of wax and and a shiny silver table in the room.,Gecko(S),929,False,False,False,False,False,False
930,posescript_416,"left leg is angled backwards and bent at the knee, the right leg is up almost parallel with the ground and the lower leg is straight down, both arms are up bent out in front, the head is facing forward",Gecko(R),930,False,False,False,True,True,False
931,tifa_45,a square of cheesecake on a marble cutting board with a two-pronged fork,Gecko(R),931,False,False,False,True,True,True
932,tifa_633,a black cat sitting in a field of grass,Gecko(R),932,True,True,True,True,True,True
933,drawtext_38,"studio shot of vines in the shape of text  knowledge is power  sprouting, centered",Gecko(R),933,False,False,False,False,False,False
934,stanford_paragraph_17,a door is green in color. the wall is white in color too. the walls are very dirty. there is a big black bike. the bike has a leather seat on it. the handles on the bike are black as well.,Gecko(R),934,False,False,True,True,True,False
935,whoops_200,A man skateboards through the desert sand.,Gecko(R),935,True,True,True,True,True,True
936,countbench_315,A row of five clean unbranded metal gas cylinders with bronze valves on an isolated white background photo,Gecko(R),936,False,False,False,False,False,False
937,tifa_358,a boy hangs up paper kites on a string,Gecko(R),937,False,False,False,False,False,False
938,tifa_282,"lots of people at a long table eating, drinking and smiling",Gecko(R),938,True,True,True,True,True,True
939,drawtext_81,"a close up of a figurine of toothpaste tube, a 3D render, candy pastel, with text 'brush your teeth' on the tube",Gecko(R),939,False,False,False,False,False,False
940,tifa_1285,a large stack of trunks and luggage on a sidewalk with people behind it,Gecko(R),940,True,True,True,True,True,True
941,whoops_388,hippo crossing sign placed in a heavy snow area,Gecko(R),941,True,True,True,True,True,False
942,countbench_132,Power icon sign symbol on nine round colourful vector,Gecko(R),942,False,False,False,False,False,False
943,stanford_paragraph_390,"A large black metal train is on display. The train is an older style and is solid black. The number 29 is on the front, center of the train. There is also a light that is just beside the number. A small sign is to the side of the train display.  Another small sign is just in front and to the side of the train display. Both signs are black with white writing. Trees and light posts are visible in the background.",Gecko(R),943,False,False,False,False,False,False
944,localized_narratives_413,"In this image I can see soil and I can also see small plants, leaves and stems and the background is blurry.",Gecko(R),944,True,True,True,True,True,True
945,countbench_233,eight tasty eggs in plastic box photo,Gecko(R),945,True,True,True,True,True,True
946,posescript_356,His knees are bent with his right leg slightly in front of his left. His right arm is bent at the elbow with his palm facing outward at about shoulder height. His left arm is extended backwards slightly with the palm of his hand facing away from him.,Gecko(R),946,False,False,False,False,False,False
947,localized_narratives_415,"In this image I can see some small orange and yellow particles, and the background is blurry.",Gecko(R),947,False,True,True,True,True,True
948,stanford_paragraph_185,"A train is opening it's doors. The train is currently parked at a train station. The train is blue, the doors are red, and it has white stripes on it. There is a long yellow line near the train area.",Gecko(R),948,True,True,True,True,True,True
949,localized_narratives_178,In this image we can see the top view of the round model house with glass doors and surrounded by yellow pillars.,Gecko(R),949,False,False,False,False,False,False
950,localized_narratives_24,As we can see in the image there is green iguana on wooden log. There is a wall and the background of the image is dark.,Gecko(R),950,False,True,True,True,True,True
951,drawtext_107,"photo of a dark cave with the word 'crazy' carved into the wall, with a yellow light shining through the cave entrance",Gecko(R),951,True,True,True,True,True,True
952,tifa_748,an elegant room with burgundy and floral furniture,Gecko(R),952,False,False,False,False,False,False
953,stanford_paragraph_64,A house on the street has a green wall and two blue doors. There is a large window that has white drapes behind it. A dog is sitting in the window looking at the outside. A parking sign is by the house.,Gecko(R),953,False,False,True,True,True,False
954,tifa_145,a large motorcycle that is sitting outside of a building,Gecko(R),954,False,False,True,True,True,True
955,tifa_1244,a tub and toilet in a small bathroom,Gecko(R),955,False,False,False,False,True,False
956,tifa_357,a girl glides down a snowy hill on a snowboard,Gecko(R),956,True,True,True,True,True,True
957,stanford_paragraph_221,A metal street meter with the road behind it. There is a white car parked on the road and many cars behind a fence in the background.,Gecko(R),957,False,False,True,True,True,True
958,tifa_278,a glass vase on a bench has a rose in it,Gecko(R),958,True,True,True,True,True,True
959,tifa_93,a wooden desk that is very cluttered with items,Gecko(R),959,False,False,False,True,True,True
960,tifa_647,a graffiti covered wall and parking meter are seen in this image,Gecko(R),960,True,True,True,True,True,True
961,tifa_325,a yellow and white train passing by multiple rows of tracks,Gecko(R),961,True,True,True,True,True,True
962,posescript_474,"This person is on their knees, leaning far backwards with their right hand about waist level and their right arm is curved outwards.",Gecko(R),962,False,False,False,False,False,False
963,stanford_paragraph_229,Two people are next to a dog. The dog is white and fluffy. The woman is leaning over the dog. The man is sitting on a bike. The bike is small and yellow. They are next to a building. They are on a sidewalk. They are at the park. There are many people at the park. There is a large tree in the park. There is a fence in the park as well. There are training wheels on the bike.,Gecko(R),963,False,False,False,False,False,False
964,tifa_1206,a small white dog looking into a camera,Gecko(R),964,True,True,True,True,True,True
965,tifa_1270,thee copper fire hydrants on a plaza in a large city,Gecko(R),965,False,False,False,False,True,False
966,whoops_451,The Sphinx is decorated like a sarcophagus and located outside a Mayan temple,Gecko(R),966,False,False,False,False,False,False
967,drawtext_30,a picture of a bruised apple with the text 'apples are good for you' in a fancy font,Gecko(R),967,False,False,False,True,True,True
968,drawtext_70,"flowers in a beautiful garden with a text 'peace' made by the flowers, with a text 'tensions' on the clouds in the sky",Gecko(R),968,True,True,True,True,True,True
969,tifa_1402,large collection of cakes shaped like hearts on a display,Gecko(R),969,False,False,False,False,True,False
970,drawtext_13,"a picture of a powerful-looking vehicle that looks like it was designed to go off-road, with a text saying 'i m a truck, not a car'",Gecko(R),970,False,False,False,True,True,False
971,tifa_884,a airplane is flying through a cloudy blue sky,Gecko(R),971,True,True,True,True,True,True
972,diffusiondb_85,"augusta national, the masters, nr. 1 2, completely flooded, beautiful ambient light, stunning photography, fog, light rays",Gecko(R),972,False,False,False,False,False,False
973,tifa_515,a boat traveling down a narrow canal next to a forest,Gecko(R),973,True,True,True,True,True,True
974,posescript_51,The person is balancing on left leg and their left arm is raised in air and slightly bent. Their right leg is extended out some. The right arm is flared out to side.,Gecko(R),974,False,False,True,True,True,True
975,diffusiondb_31,kitchen tiled backsplash inspired by modern art,Gecko(R),975,False,True,True,True,True,True
976,drawtext_64,A blackboard with the word 'multiplication' written in flowing cursive.,Gecko(R),976,True,True,True,True,True,False
977,tifa_1452,people flying a kite on a sandy beach near a body of water,Gecko(R),977,True,True,True,True,True,True
978,drawtext_53,"beautiful photo of the alps, with the caption 'the best mountains could do'",Gecko(R),978,False,False,False,True,True,False
979,stanford_paragraph_160,A lovely large bed with 5 throw pillows.  The bed is made with a large satin comforter and satin drapes around a  canopy.  The walls around the bed have large green curtains hung up by tabs.  There is a piece of wooden furniture to the right of the bed and to the left of the bed there appears to be a chair covered in satin also.,Gecko(R),979,True,True,True,True,True,True
980,stanford_paragraph_158,There is a white boat near a dock. The dock is wooden and very narrow. The body of water is calm There are houses in the distance. There are also trees surrounding the back of the houses.,Gecko(R),980,True,True,True,True,True,True
981,tifa_23,the big ben clock tower towering over the city of london,Gecko(R),981,True,True,True,True,True,True
982,posescript_229,knees together feet apart right arm up straight above head left arm down by side and bent  toward the back,Gecko(R),982,False,False,False,False,False,False
983,tifa_910,a small plane flying through a blue sky,Gecko(R),983,False,False,False,False,False,False
984,whoops_242,A woman drinks a glass of water while submerged in water.,Gecko(R),984,False,True,True,True,True,True
985,stanford_paragraph_84,This image is in black and white. There is a rusty looking brick building on the right of the image. There is a sign with two circles on it in front of a rail. The rail seems to be leaning to the side. In the distance there is a church.,Gecko(R),985,False,False,True,True,True,True
986,posescript_431,"body is slightly leaning to the left, arms are out straight to the sides then bend upwards towards the sky, the head is looking down, the right leg is angled straight down, the right leg is angled down but bent back at the knee",Gecko(R),986,False,False,False,False,False,False
987,drawtext_128,"a drawing of a badger made of mushrooms, with the word 'mushroom' written above in glowing letters",Gecko(R),987,False,False,False,False,False,False
988,tifa_1276,a young boy catching a small wave on his surfboard,Gecko(R),988,True,True,True,True,True,True
989,tifa_1369,a large giraffe looks at a smaller giraffe looking over a fence,Gecko(R),989,False,False,False,True,True,True
990,countbench_487,Set of six silver plated Kings Pattern forks,Gecko(R),990,False,False,True,True,True,False
991,posescript_367,The person is leaning back with both their arms extended straight out in front.,Gecko(R),991,False,False,False,False,False,False
992,tifa_1415,a busy street by large gothic style buildings,Gecko(R),992,True,True,True,True,True,True
993,posescript_30,The person is standing on their right foot. The left foot touches the ground at the toe with the leg straight behind the person. The left and right arm are both bent and lifted to shoulder height. The torso is tilted to the left.,Gecko(R),993,True,True,True,True,True,True
994,stanford_paragraph_41,"A man with blonde hair is in a black wet suit on a white surfboard riding a wave. The man is leaning forward and is looking forward. The water behind him and beneath his is white and frothy. His wet suit is wet, and shining in the sun.",Gecko(R),994,True,True,True,True,True,True
995,tifa_634,there are slices of tomatoes on top of an omelet with a sausage,Gecko(R),995,True,True,True,True,True,True
996,stanford_paragraph_203,Three men and a woman are standing in a room of a home. They are holding white game controllers in their hands. A blue and brown futon is sitting in front of a window. A tall cabinet is leaning against a wall beside the window. A brown table is sitting near the cabinet with different items on it. A long picture frame can be seen hanging on a wall in the room.,Gecko(R),996,False,False,True,True,True,True
997,drawtext_118,"A poster titled 'Quails of North America', showing different kinds of quails.",Gecko(R),997,True,True,True,True,True,True
998,countbench_246,four beers lined up on wooden table,Gecko(R),998,False,True,True,True,True,True
999,stanford_paragraph_412,A lady is holding stringer in her hand.  The party stringer are blue purple and white.  There are several people in the room.  The little girl is standing next to the lady.  There is red construction paper on the table.  The markers on the table has a yellow top.  The lady is wearing a gray tank top.  Another lady is sitting at the table.  The chair near the lady is black.  There are two black chairs with no one sitting in them.,Gecko(R),999,False,False,False,False,False,False
1000,drawtext_76,"a test tube with a drop of liquid in it, with the text 'we ve found water on mars!'",Gecko(R),1000,False,False,True,True,True,True
1001,drawtext_149,a cartoon of a dog holding a telescope looking at a star with a speech bubble saying 'i wonder if there s a dog on that planet',Gecko(R),1001,True,True,True,True,True,True
1002,drawtext_92,photo of a sign with 'one way',Gecko(R),1002,True,True,True,True,True,True
1003,drawtext_94,a vintage image of the las vegas strip with the text 'las vegas' in bold block letters,Gecko(R),1003,False,False,False,False,False,False
1004,posescript_255,He is leaning slightly to the right with his left leg bent at the knee with his foot facing behind him. His left arm is extended up and his right arm is slightly bent at the elbow away from his body waist height. He is looking up into the air.,Gecko(R),1004,False,False,False,False,False,False
1005,drawtext_106,"photo illustration of the earth being struck by multiple lightning strikes that merge, with the caption 'astonishment at the speed of light'",Gecko(R),1005,False,False,False,False,False,False
1006,drawtext_25,"Photo of a robot lecturer writing the words 'Representation Learning' in cursive on a blackboard, with math formulas and diagrams.",Gecko(R),1006,False,False,True,True,True,True
1007,diffusiondb_117,"just only one lonely cyberpunk round portal!! bad omens, deathcore style of casson, a. j. dramatic lighting. the ceiling is hung with chaotic cables, a grace goddess floating in white and gold in the center. cinematic. 8 k, houdini render, octane render. ultra clear detailed.",Gecko(R),1007,False,False,False,False,False,False
1008,countbench_355,Collection of eight vector sport tickets templates in colorful vintage look.,Gecko(R),1008,False,False,False,False,False,False
1009,localized_narratives_1,In this image I can see the furniture made up of skateboards. Background is in white color.,Gecko(R),1009,False,False,False,False,False,False
1010,posescript_409,"left should is dropped forward, left hand is angled down and forward, right arm is angled up and back, face is looking to the left",Gecko(R),1010,False,False,False,False,False,False
1011,tifa_1477,a large colgate clock is by the water,Gecko(R),1011,True,True,True,True,True,True
1012,stanford_paragraph_105,A white and blue bus sits on a brick ground. There is a white light behind the bus. There is a person in a brown jacket standing on the other side of the bus.,Gecko(R),1012,False,False,False,False,False,False
1013,drawtext_172,"a tower with a huge 'w' on the side, from the perspective of a person standing at the base of the tower",Gecko(R),1013,False,False,False,False,False,False
1014,diffusiondb_65,"guy and ghibli animal, climatic atmosphere made by studio ghibli, smooth, detailed face,, beautiful scene, 8k, clear",Gecko(R),1014,False,False,False,False,False,False
1015,tifa_623,a big yellow school bus shown through the rear view of another school bus,Gecko(R),1015,False,False,True,True,True,True
1016,stanford_paragraph_463,There is a large black garbage can sitting on the sidewalk. There is a black pole next to the garbage can. There is a bench on the sidewalk in front of the trash can. There is a black railing on the side of the sidewalk. There are people walking on the sidewalk. There is water behind the railing. There are trees on the sidewalk.,Gecko(R),1016,False,True,True,True,True,True
1017,posescript_19,This person is crouched with knees supporting the pose. One arm is held towards the ground and the other arm is held close the face. The head is pointed upwards.,Gecko(R),1017,True,True,True,True,True,True
1018,tifa_1396,a surfer stands riding down the side of a small wave,Gecko(R),1018,True,True,True,True,True,True
1019,drawtext_150,"a logo for the company 'diamonds', with a diamond in the shape of a heart",Gecko(R),1019,False,False,True,True,True,True
1020,posescript_119,"knees are bent forward, right leg up off the ground and further forward, right arm down to side, head is forward, left arm is bent out and up on the side",Gecko(R),1020,False,False,False,False,False,False
1021,tifa_581,a street sign for the street named crapo,Gecko(R),1021,True,True,True,True,True,True
1022,stanford_paragraph_218,A brick sidewalk with an orange fire hydrant on it. There is a large rock trash bin on the sidewalk. There is a truck parked on the street next to the sidewalk.,Gecko(R),1022,False,False,False,False,False,False
1023,drawtext_35,"a dark forest with a single light in the distance, and the text 'i ve come to talk with you again'",Gecko(R),1023,False,False,True,True,True,True
1024,stanford_paragraph_253,"A small elephants is bathing in a small man made pond. The water is shallow coming to his under belly and covering his legs. There is water splashing to the right of the elephant. The bottom of his tail is in the water, and his trunk is raised upward as he closes his eyes. The shadow of his turns is cast on the light colored rocks in front of the elephant as the sun shines above.",Gecko(R),1024,False,False,False,False,False,False
1025,stanford_paragraph_85,A man is wearing a blue shirt. He is standing on top of a white surf board. There is a large wave of water behind him. There are trees behind the wave.,Gecko(R),1025,False,False,False,False,False,False
1026,whoops_127,A square apple,Gecko(R),1026,True,True,True,True,True,True
1027,drawtext_134,a photograph of a field of dandelions with the text 'dandelions are the first to go when the lawn is mowed',Gecko(R),1027,False,False,True,True,True,False
1028,drawtext_69,"a photo of a sea of roses all around, and a sign in the distance that says 'danger: minefield'",Gecko(R),1028,False,False,False,False,False,False
1029,countbench_431,Set of four seamless camouflage fabric patterns. Vector illustration.,Gecko(R),1029,False,False,False,False,False,False
1030,whoops_225,A mother duck guards three rubber duckies.,Gecko(R),1030,False,False,False,False,False,False
1031,stanford_paragraph_49,This photo is taken outside on a sunny day. Different people are walking on a sidewalk past stores. A yellow and gray parking meter is standing on the sidewalk near a black sign. A tall green tree is standing on the sidewalk beside a colorful flag that is on a gray pole. Various cars are lined up on the side of the road near the sidewalk.,Gecko(R),1031,False,False,True,True,True,True
1032,tifa_1151,a flock of birds standing on top of a lush green field,Gecko(R),1032,True,True,True,True,True,True
